Drug,BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,PRAD,SKCM,STAD,UCEC,UCS
S15535,3.1328427117543064e-05,3.209682483011848e-05,3.7495097842499876e-05,3.2300598782992745e-05,3.358041936069868e-05,3.262919459911156e-05,3.587863271738579e-05,3.3470617300834496e-05,3.18874394133123e-05,3.201639991796113e-05,3.2101976563818374e-05,3.169334057135505e-05,3.293333948083532e-05,3.2152739164181394e-05,3.952812443498134e-05,3.1567109231752195e-05,3.325845498093809e-05
CLOPIDOGREL,3.8326054893766214e-05,3.821851455685454e-05,3.8866882031412186e-05,3.895171355682482e-05,3.712733018374183e-05,3.8667591910274105e-05,4.008555903837669e-05,4.495736729720527e-05,4.297037062545329e-05,3.9568762161107214e-05,4.432130295358596e-05,3.769880832665025e-05,3.7032972689500234e-05,3.854693531393237e-05,4.053147722289322e-05,4.0418798570280654e-05,4.114713478973253e-05
(R)-(-)-ROLIPRAM,3.8320611540057925e-05,3.9608018812058774e-05,4.791313204591946e-05,3.308351718871271e-05,3.313027374008766e-05,3.2926730058651014e-05,3.964446769924555e-05,3.293383553679773e-05,3.577255702185144e-05,3.2722188635872354e-05,3.8482508818565584e-05,4.276992260943982e-05,3.6585967179548726e-05,3.54609430625843e-05,3.707974083906234e-05,4.05296454463482e-05,3.6323443419023915e-05
ELECLAZINE,3.201479709311623e-05,3.1769290721609784e-05,3.9082747980342326e-05,4.0463062779985815e-05,4.631997197040923e-05,3.178724269309936e-05,3.7354103476426614e-05,3.1701975979540526e-05,4.343213213532217e-05,3.670955142247026e-05,3.1903833587892746e-05,4.0277998444817534e-05,3.237079251730242e-05,3.238010046445563e-05,3.2190682215581765e-05,3.217419343627164e-05,4.3155658901415636e-05
MERIOLIN 3,4.84322925504204e-05,4.379396137411264e-05,3.574358657665894e-05,4.051763200172885e-05,6.01924905595512e-05,3.750597144992858e-05,4.239037961287362e-05,3.464864486184265e-05,3.518620913170146e-05,4.068895068823404e-05,4.2629654272692314e-05,4.1523696661658844e-05,3.874527671955506e-05,4.722428343820599e-05,5.042519750748585e-05,4.324953648822093e-05,4.103527434006676e-05
CHEMBL221735,0.00012448164135625756,0.00015517283710994017,0.00011278264817303953,9.906898929859412e-05,0.00010126048095521419,9.262269280844448e-05,0.00010856777522940392,9.649580699003982e-05,9.849519517365705e-05,0.0001243298432212999,0.00010818321868036657,0.00012396176531474126,9.891956738997873e-05,9.632899831578124e-05,9.768707989405952e-05,0.00012883694665570748,0.00011295374756722476
MERIOLIN 5,4.84322925504204e-05,4.379396137411264e-05,3.574358657665894e-05,4.051763200172885e-05,6.01924905595512e-05,3.750597144992858e-05,4.239037961287362e-05,3.464864486184265e-05,3.518620913170146e-05,4.068895068823404e-05,4.2629654272692314e-05,4.1523696661658844e-05,3.874527671955506e-05,4.722428343820599e-05,5.042519750748585e-05,4.324953648822093e-05,4.103527434006676e-05
RPR208815,4.071997029396802e-05,4.4693288694414505e-05,3.603593417278211e-05,3.5791551129470535e-05,3.609893902329068e-05,4.396173757542493e-05,3.611239356388474e-05,3.6610902021607415e-05,3.594077845122059e-05,4.187915909488479e-05,3.606186048562271e-05,3.600237911801586e-05,3.6559122593786875e-05,3.610671118298777e-05,3.6293455246787465e-05,3.6209520699224384e-05,3.648425315158165e-05
PAROXETINE,3.641193560227153e-05,3.5817989942227116e-05,3.5541893701704964e-05,4.057808025958078e-05,3.4993209650680316e-05,3.7048173617853006e-05,3.5367196635014e-05,3.4365952301714584e-05,3.85130416450615e-05,3.763913644729086e-05,3.506888815768165e-05,3.497143267088039e-05,3.635843153756356e-05,3.802354417174727e-05,3.7708229987027136e-05,3.850871828501559e-05,3.4331384505696014e-05
ROCURONIUM,4.5781991907770006e-05,4.9352740266462405e-05,4.4626842940664185e-05,4.215860111665602e-05,4.707023330360704e-05,5.116390205130878e-05,4.5084753705926654e-05,4.008174836146515e-05,4.5959950702748e-05,4.527425028686739e-05,4.39228035363931e-05,4.7619507430664754e-05,5.3400888990382824e-05,4.77744612938893e-05,4.8183916889867785e-05,4.573130516134985e-05,4.2942316618877366e-05
NALOXONE,4.43983399019443e-05,4.276927360122546e-05,4.324101627588921e-05,4.518975887731409e-05,4.238518521488324e-05,4.135038987270286e-05,4.2568158570083174e-05,4.122866939091231e-05,4.394809031220266e-05,4.303910113869782e-05,4.042291126032139e-05,4.46895256389511e-05,5.004110953618714e-05,4.2548953693362556e-05,4.3403872958152384e-05,4.4378734085089015e-05,4.145031415637273e-05
ALISKIREN HEMIFUMARATE,4.9349159938821835e-05,4.5777628699893624e-05,4.468587978857217e-05,4.257193377131671e-05,4.29513990890209e-05,5.113864649824602e-05,4.214473829655855e-05,4.18858950055623e-05,4.637800511381117e-05,4.9196912880577975e-05,4.296807360200668e-05,4.51278977029342e-05,4.221956643035875e-05,5.771862645696989e-05,4.309843249634284e-05,5.016624535481749e-05,4.261385408359167e-05
"3-{[(2,2-DIOXIDO-1,3-DIHYDRO-2-BENZOTHIEN-5-YL)AMINO]METHYLENE}-5-(1,3-OXAZOL-5-YL)-1,3-DIHYDRO-2H-INDOL-2-ONE",5.453262682832666e-05,4.211864125920587e-05,3.615921414088571e-05,3.698354118439818e-05,7.762058490648213e-05,3.187479011259146e-05,4.8547776372969285e-05,3.3097438368936154e-05,3.5574238555437315e-05,4.4106191073815726e-05,4.90246220824256e-05,4.718769644384392e-05,4.231650982068145e-05,5.701433260084463e-05,5.758569300079755e-05,4.958480286944384e-05,3.3051177192514106e-05
4-DAMP,5.412499081789682e-05,5.830806602964518e-05,5.698591718686437e-05,5.5851627847221246e-05,6.204847669229615e-05,6.700693058053318e-05,5.544428672954196e-05,5.762902876448433e-05,6.010939174133109e-05,6.169007802878214e-05,6.0502406149616026e-05,5.391625978606605e-05,6.237290701392838e-05,6.202179830129056e-05,6.740224315405062e-05,5.835831865409669e-05,5.487902571374077e-05
SB 228357,4.566891641857535e-05,4.8101702703248216e-05,4.700758927268858e-05,5.80271676094099e-05,5.7247478968836234e-05,4.42700892357209e-05,4.5535740506927936e-05,4.682950525088331e-05,5.669374346273176e-05,5.284829208863272e-05,4.672603486693033e-05,4.3421646667657183e-05,4.5659054186189055e-05,4.558196778098455e-05,5.2191123811672715e-05,4.967522726128149e-05,4.968682570717216e-05
PARBENDAZOLE,0.0005420440414150053,0.000856026986773583,0.0009057383662026779,0.0011086826666721475,0.0013391404654482647,0.0011277308064596007,0.0008280139518015574,0.001002894852130388,0.0008658505602552703,0.0007593796863961063,0.0010911446269570868,0.0010089031184717728,0.0010424152237578203,0.0009029829352990518,0.0010207983891403094,0.0005100213516124083,0.001245271377382236
DIPROPYL-5-CT,5.026469524363945e-05,5.2506860013956895e-05,5.8902018824650504e-05,4.967298859526404e-05,6.525258094384796e-05,4.674457570858616e-05,5.360636566592308e-05,4.912587405659738e-05,5.644965804373246e-05,4.846033481343824e-05,5.215104459240269e-05,5.5660041617811064e-05,5.51893003866e-05,4.878148429035314e-05,5.397627888855289e-05,5.274399446370036e-05,5.058597127967183e-05
"4-{[(2,6-DIFLUOROPHENYL)CARBONYL]AMINO}-N-[(3S)-PIPERIDIN-3-YL]-1H-PYRAZOLE-3-CARBOXAMIDE",5.453262682832666e-05,4.211864125920587e-05,3.615921414088571e-05,3.698354118439818e-05,7.762058490648213e-05,3.187479011259146e-05,4.8547776372969285e-05,3.3097438368936154e-05,3.5574238555437315e-05,4.4106191073815726e-05,4.90246220824256e-05,4.718769644384392e-05,4.231650982068145e-05,5.701433260084463e-05,5.758569300079755e-05,4.958480286944384e-05,3.3051177192514106e-05
DELGOCITINIB,4.152120982325909e-05,4.2152656253793216e-05,3.8295635488559296e-05,4.3358003226854074e-05,4.0413220086814876e-05,4.2296221265529285e-05,3.866599949283013e-05,4.428145117852155e-05,4.2534995886355596e-05,5.500601613942544e-05,4.652088882651204e-05,4.088553706431846e-05,4.108375023131617e-05,4.257494950265886e-05,3.672858623711734e-05,4.2058768979980864e-05,4.4442423098291515e-05
CVT-313,6.344143370904049e-05,6.184198785720232e-05,5.7692750228939556e-05,5.160388854628298e-05,7.941817958395076e-05,4.986775273344688e-05,6.111728443373263e-05,6.155456579865097e-05,5.719895009324157e-05,6.38833205293247e-05,5.66331751080171e-05,6.27260385299065e-05,5.368752461215545e-05,5.977400561316886e-05,5.990042394119524e-05,6.31358261827897e-05,5.16099304052125e-05
PROPYLTHIOURACIL,0.001079228020040224,0.0016054339004215683,0.0017880947578261374,0.0023086032276777987,0.0035227721645549916,0.0027168522260945585,0.0014245220431645658,0.004186613269829322,0.0019303418362722183,0.0015222529797370501,0.0024452997416499708,0.00210518394828548,0.0030664121494619343,0.0020322490418798167,0.0020208546733929203,0.0008901744783854972,0.0032883608970933494
L-ASCORBIC ACID,0.0005435121609898651,4.48903028725514e-05,0.0009110432813717462,4.4300980029297074e-05,0.0018111230001719777,4.4733939022264765e-05,0.0007228099049099122,5.006797304630218e-05,4.276228716853637e-05,0.0007662579104254883,4.4757185095354434e-05,0.0010784456977495668,4.4145211109201875e-05,0.0010300789490426945,4.321062794753295e-05,0.00044434576098012664,4.661860898657038e-05
PIOGLITAZONE HYDROCHLORIDE,8.36732665735218e-05,5.82637134818556e-05,8.22663094977435e-05,8.521913662917646e-05,6.835330957821551e-05,7.182395699750959e-05,7.227739503337949e-05,7.814816696703704e-05,6.231428098586397e-05,5.5643927313799596e-05,8.157519531352426e-05,7.581763496721043e-05,5.156695580005374e-05,5.4506971894083085e-05,7.438780948002765e-05,4.848887235851776e-05,7.306075380502473e-05
MRS1191,4.150196021147548e-05,4.927338944407853e-05,4.337566575468895e-05,4.205245879193393e-05,3.944425492000436e-05,5.011965632287178e-05,3.7970659404616865e-05,4.007847237744669e-05,4.00028983151151e-05,4.494076528518584e-05,5.073439645577131e-05,4.106209006310451e-05,4.456809572160025e-05,3.877024975787584e-05,3.86122442541992e-05,4.002347384874649e-05,4.4157995952731633e-05
TOPOTECAN,0.0021172912499710294,0.003186426479890589,0.0035442182136204326,0.003977169768006933,0.004968699356481602,0.006029874411273726,0.002803305770476385,0.007204507608013688,0.0038333426594063477,0.0025859940741201673,0.004191522968478801,0.00417978844337607,0.005285996470132373,0.003476166623566187,0.0034660977734016756,0.001738655770547507,0.006537923022927835
MINAPRINE,4.5716364927202904e-05,4.912716046506079e-05,4.80382987575579e-05,5.035915166768397e-05,5.502694713568296e-05,4.8112660525911964e-05,4.6581295775453276e-05,4.663138767746113e-05,5.140183424237673e-05,4.915161632690932e-05,4.7396690863171695e-05,4.658817658490945e-05,4.7181640782219895e-05,4.669551332470627e-05,5.60118401237207e-05,4.868212979352595e-05,4.712916421663341e-05
2-AMINO-3-BENZYLOXYPYRIDINE,6.734926798355864e-05,6.65155142882451e-05,6.209822121435036e-05,6.930254152931352e-05,6.696268415065209e-05,6.308793919904186e-05,7.81347063509065e-05,7.07044224907556e-05,7.009094834112589e-05,5.928035596155273e-05,5.8263667125612146e-05,7.651032534017589e-05,7.128750237065175e-05,6.541011991605885e-05,7.103343012266621e-05,7.06135580267835e-05,0.00011585567749832564
DOLUTEGRAVIR,4.450850643589872e-05,4.4201948175402e-05,5.2306501165991204e-05,3.922780604034454e-05,5.308153454477223e-05,3.929670124505455e-05,4.457446103581597e-05,4.515590683916757e-05,3.924122056937905e-05,4.505472892969956e-05,5.1145067429761894e-05,4.701591071712874e-05,3.952197906312632e-05,3.968663579957772e-05,3.9377217791047335e-05,4.329418138288623e-05,3.892486554328023e-05
NAPROXEN SODIUM,4.478266058378893e-05,3.8926322410993776e-05,3.654429707293741e-05,4.495493556913675e-05,3.691810471018195e-05,3.814336468590914e-05,4.0595812904661574e-05,3.6629286771374284e-05,4.3764391680894054e-05,4.869341405001097e-05,3.938172520111176e-05,4.6712915847228665e-05,3.7093960294674595e-05,4.384660515341885e-05,3.7031050494036576e-05,3.985135838269567e-05,3.739076145569392e-05
ALDOSTERONE,4.419811681315267e-05,4.15266837617175e-05,4.2063549025416574e-05,4.095994889293089e-05,4.278567326600366e-05,4.8351531745706066e-05,4.073153305708683e-05,4.121516370027521e-05,4.122888664600561e-05,3.8725596432527694e-05,3.988233310233702e-05,4.027645880719991e-05,3.8232162573533915e-05,4.060305788311188e-05,4.173544200342045e-05,4.101302391434888e-05,4.163796522785831e-05
"5-METHOXY-1,2-DIMETHYL-3-(PHENOXYMETHYL)INDOLE-4,7-DIONE",3.690409779541193e-05,2.897164963811985e-05,2.8770488725846746e-05,2.8442672084461797e-05,5.058105015521693e-05,3.8003058938532645e-05,3.7249584757958664e-05,2.8290593679510082e-05,2.8422484764489672e-05,3.802623137858962e-05,4.3690496923377064e-05,4.134578456081053e-05,2.8534159701916698e-05,4.088153986867633e-05,4.506065922175853e-05,2.873106093482896e-05,2.826030264823034e-05
912545-86-9,4.449564211851496e-05,3.295006665562085e-05,3.2465846116378515e-05,3.266363221550806e-05,6.004415525564894e-05,3.2769557576996114e-05,4.3215621343785666e-05,3.227879578457212e-05,3.9207618846459665e-05,4.387731029510582e-05,5.107373860124604e-05,4.876906583995647e-05,3.231976683744304e-05,4.8182373706098246e-05,4.827395250735374e-05,3.5712821145465595e-05,3.225516322820475e-05
SB-290157,4.942951959596874e-05,5.669116636096682e-05,4.538896575653689e-05,5.624694658951873e-05,5.389330043314977e-05,4.726867183170702e-05,3.825019772989837e-05,3.576098982870677e-05,5.293334157967303e-05,4.393369401800361e-05,5.76212538957053e-05,4.9688447302904856e-05,3.671022686996972e-05,4.610161926335917e-05,4.712130926184688e-05,4.028799645988911e-05,5.3205837655189796e-05
LABETUZUMAB GOVITECAN,4.32163372563432e-05,4.281517414146333e-05,4.239742341479299e-05,4.388987159151714e-05,4.325244127710315e-05,4.297956581132267e-05,4.552129241028351e-05,4.2046175297690836e-05,5.5663236821796804e-05,4.389602683039881e-05,4.253439076792135e-05,4.846709045736488e-05,4.3004833375060086e-05,4.968007465363905e-05,4.292732944190519e-05,5.45328850731533e-05,4.386321136516594e-05
CITCO,4.710416792754267e-05,4.447570271170656e-05,4.077146089243819e-05,4.1088875547913105e-05,4.04456779136982e-05,5.993469839562712e-05,4.568180886491004e-05,4.174400287345756e-05,4.08996554267684e-05,4.147447970989533e-05,5.024041923670317e-05,4.5779394837282454e-05,4.884234673169982e-05,5.4472440113329105e-05,4.4869453806758556e-05,4.577257184151338e-05,4.338532903279724e-05
THIAMYLAL,4.077610045350418e-05,4.4422025745214455e-05,4.029004294660635e-05,4.3204111467998916e-05,4.3766476336003384e-05,4.577377389908641e-05,4.160444751188041e-05,4.996680805819945e-05,3.9439960680252654e-05,4.607132125915262e-05,4.591816117377547e-05,4.1813927955888346e-05,4.103381497917702e-05,4.277465219876314e-05,4.526889396048635e-05,4.044975305475078e-05,4.0429611193804215e-05
BMS-908662,8.552376108649512e-05,9.160145021191149e-05,0.00010057584545419066,0.004425718287546269,6.96550993961436e-05,0.005171041781946904,8.629999813559216e-05,8.494097690877006e-05,0.00010419299415317457,0.00010654468978423142,0.004628609723808771,7.493573424422431e-05,0.005849070368094247,0.0038707021313720545,8.78660315553119e-05,9.051026039241748e-05,0.0001085702950871448
PIOGLITAZONE,5.195224294323488e-05,5.008865140956834e-05,5.216944742689368e-05,5.6376754466283926e-05,4.645051986210259e-05,5.404449830089226e-05,4.998350644572852e-05,5.5054703859368066e-05,5.3280346868661044e-05,4.823558100181213e-05,5.3181708536790035e-05,4.8464992898357624e-05,4.768816210906454e-05,4.994680660662294e-05,5.071784476936123e-05,4.789742242832623e-05,5.617011765138457e-05
CLOPOXIDE CHLORIDE,3.915581236015251e-05,3.993957482705259e-05,3.87482063601434e-05,4.1048404458385624e-05,4.3314217713764455e-05,0.0022163766458680335,4.069258878156134e-05,4.305414446264066e-05,4.021921492815372e-05,4.1556093257382577e-05,4.2742636808536463e-05,4.05739756307402e-05,3.844015963338969e-05,4.0737796409610324e-05,4.535748299991538e-05,3.936390655965635e-05,4.2588990558535756e-05
"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",4.6945999321857387e-05,5.458306528700481e-05,3.764946166187489e-05,3.355965410146251e-05,3.3366312238134625e-05,3.281084885581644e-05,4.1033077859010334e-05,3.3237389504519005e-05,4.066550400710131e-05,3.506613819535224e-05,3.291069194687193e-05,3.295877536959405e-05,5.636431337640151e-05,4.06362449514986e-05,3.495845509462674e-05,4.185793898925575e-05,3.309357059440587e-05
ADENOSINE,4.295037869029216e-05,4.600337952751922e-05,4.462384289125941e-05,4.307673715826794e-05,4.547743325677049e-05,4.4314114442984504e-05,4.2278920274482986e-05,3.8723834872802925e-05,3.9049868492371836e-05,4.27268881782962e-05,4.53853999576049e-05,4.1335308468733815e-05,4.136038659075285e-05,4.0171108889282464e-05,3.939296859572119e-05,4.24147277946999e-05,4.098385033329211e-05
IMIDAZOPYRIDAZIN 1,4.9647352481468405e-05,6.293106942593264e-05,5.4803454794786057e-05,6.151329660378769e-05,4.604603934797181e-05,6.546474952378093e-05,5.8928714434839565e-05,6.885764083034537e-05,6.353501076010263e-05,4.134183608460554e-05,4.4849907623378226e-05,7.954154884068689e-05,5.885074342991775e-05,6.417626034466136e-05,6.672748612871537e-05,4.782296993282762e-05,6.130968524775213e-05
BPH-675,7.03477900734791e-05,7.026006214024261e-05,6.255053599238702e-05,5.651302356155897e-05,5.6761031301093845e-05,5.617947142811858e-05,7.458834817967682e-05,6.859890338050935e-05,6.403780995044291e-05,6.053582870541864e-05,6.747711035865318e-05,5.834499602781636e-05,7.143015614814441e-05,5.9676053852589755e-05,6.184008932806067e-05,7.143902848921507e-05,5.8944441752620666e-05
POTASSIUM 4-AMINOSALICYLATE,4.478266058378893e-05,3.8926322410993776e-05,3.654429707293741e-05,4.495493556913675e-05,3.691810471018195e-05,3.814336468590914e-05,4.0595812904661574e-05,3.6629286771374284e-05,4.3764391680894054e-05,4.869341405001097e-05,3.938172520111176e-05,4.6712915847228665e-05,3.7093960294674595e-05,4.384660515341885e-05,3.7031050494036576e-05,3.985135838269567e-05,3.739076145569392e-05
SAFOTIBANT,4.46626047233256e-05,4.2533815863077795e-05,4.2658600174618144e-05,4.758607884557282e-05,4.242001904626721e-05,4.222757857175357e-05,4.5497143122848874e-05,4.223589931003741e-05,5.604408510424496e-05,5.197939263345246e-05,4.7423683231562014e-05,4.242870210683508e-05,5.659025453255406e-05,5.355204220037645e-05,5.906844601703148e-05,5.3049955029459256e-05,5.901836566087281e-05
EPITUMOMAB CITUXETAN,5.660751980900067e-05,5.6906554015227114e-05,6.240867666189647e-05,6.53865782207667e-05,5.12486634351251e-05,7.195810149343291e-05,5.555943464768328e-05,5.1607914877851946e-05,5.1260752756920816e-05,5.7434981065693236e-05,6.952568048353695e-05,5.151185486416256e-05,5.1804619272841354e-05,7.010006048974045e-05,5.96293824276484e-05,5.437110533128436e-05,6.613880735095445e-05
